NCBI GeneID	Symbol	Description	Transcripts	Ensembl GeneIDs
100230207	KLHL2	kelch like family member 2	2	ENSTGUG00000005854
100230209	POLH	DNA polymerase eta	2	ENSTGUG00000009195
100230210	MYH11	myosin heavy chain 11	1	ENSTGUG00000005378
100230212	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	2	ENSTGUG00000008763
100230216	CCN1	cellular communication network factor 1	1	ENSTGUG00000006428
100230218	CXXC4	CXXC finger protein 4	2	ENSTGUG00000003779
100230219	SNX10	sorting nexin 10	3	ENSTGUG00000002886
100230223	TMED5	transmembrane p24 trafficking protein 5	1	ENSTGUG00000025954
100230224	WHAMM	WASP homolog associated with actin, golgi membranes and microtubules	1	ENSTGUG00000007672
100230226	BRD10	bromodomain containing 10	1	ENSTGUG00000004976
100230227	TRMT13	tRNA methyltransferase 13 homolog	2	ENSTGUG00000005253
100230230	GLRB	glycine receptor beta	2	ENSTGUG00000027922
100230231	TBCK	TBC1 domain containing kinase	2	ENSTGUG00000003881
100230233	MFN2	mitofusin 2	2	ENSTGUG00000002433
100230234	TRPM1	transient receptor potential cation channel subfamily M member 1	1	ENSTGUG00000005474
100230235	IQGAP2	IQ motif containing GTPase activating protein 2	7	ENSTGUG00000004085
100230236	DCLK3	doublecortin like kinase 3	2	ENSTGUG00000027434
100230238	RAB8B	RAB8B, member RAS oncogene family	5	ENSTGUG00000026889
100230240	WDFY3	WD repeat and FYVE domain containing 3	11	ENSTGUG00000002468
100230241	RP9	RP9 pre-mRNA splicing factor	1	ENSTGUG00000019846
100230242	ADPGK	ADP dependent glucokinase	3	ENSTGUG00000019070
100230243	SLC25A38	solute carrier family 25 member 38	4	ENSTGUG00000004577
100230249	DNAJC2	DnaJ heat shock protein family (Hsp40) member C2	1	ENSTGUG00000002792
100230254	CACNG3	calcium voltage-gated channel auxiliary subunit gamma 3	3	ENSTGUG00000006208
100230255	SEMA3A	semaphorin 3A	1	ENSTGUG00000002449
100230260	FAM234A	family with sequence similarity 234 member A	4	ENSTGUG00000004271
100230262	LSM8	LSM8 homolog, U6 small nuclear RNA associated	3	ENSTGUG00000028972
100230264	RHBDF1	rhomboid 5 homolog 1	6	ENSTGUG00000004429
100230265	ERI1	exoribonuclease 1	2	ENSTGUG00000004898
100230266	VEGFA	vascular endothelial growth factor A	5	
100230270	DGKE	diacylglycerol kinase epsilon	1	ENSTGUG00000009524
100230275	KCNN2	potassium calcium-activated channel subfamily N member 2	2	ENSTGUG00000001344
100230276	SLC25A19	solute carrier family 25 member 19	1	ENSTGUG00000018437
100230277	ADCY8	adenylate cyclase 8	2	ENSTGUG00000012532
100230280	LUC7L3	LUC7 like 3 pre-mRNA splicing factor	4	ENSTGUG00000009216
100230281	KCNK9	potassium two pore domain channel subfamily K member 9	1	
100230283	CNTNAP1	contactin associated protein 1	1	ENSTGUG00000002735
100230286	NKRF	NFKB repressing factor	1	ENSTGUG00000003356
100230291	B4GALT4	beta-1,4-galactosyltransferase 4	2	ENSTGUG00000013395
100230298	HMGB3	high mobility group box 3	1	ENSTGUG00000022829
100230299	METTL8	methyltransferase 8, tRNA N3-cytidine	16	ENSTGUG00000008185
100230300	DDX20	DEAD-box helicase 20	1	ENSTGUG00000013660,ENSTGUG00000027469
100230302	KLHL18	kelch like family member 18	1	ENSTGUG00000000150
100230303	FASTKD1	FAST kinase domains 1	4	ENSTGUG00000007867
100230304	GRB14	growth factor receptor bound protein 14	2	ENSTGUG00000006979
100230306	FRS3	fibroblast growth factor receptor substrate 3	1	ENSTGUG00000017438
100230307	CRYZL1	crystallin zeta like 1	10	ENSTGUG00000023779,ENSTGUG00000024878
100230308	CNOT9	CCR4-NOT transcription complex subunit 9	2	ENSTGUG00000005493
100230311	NCBP1	nuclear cap binding protein subunit 1	1	ENSTGUG00000001472
100230312	PTPRG	protein tyrosine phosphatase receptor type G	2	ENSTGUG00000009280
100230317	MMUT	methylmalonyl-CoA mutase	2	ENSTGUG00000013257
100230323	TOM1L1	target of myb1 like 1 membrane trafficking protein	1	ENSTGUG00000009453
100230327	NDRG1	N-myc downstream regulated 1	2	ENSTGUG00000012576
100230330	LRATD2	LRAT domain containing 2	3	ENSTGUG00000020681
100230333	ACOX1	acyl-CoA oxidase 1	2	ENSTGUG00000008167
100230335	JMJD6	jumonji domain containing 6, arginine demethylase and lysine hydroxylase	1	ENSTGUG00000007809
100230336	WIPF2	WAS/WASL interacting protein family member 2	1	
100230338	IL1RAPL2	interleukin 1 receptor accessory protein like 2	5	ENSTGUG00000003259
100230342	ORMDL3	ORMDL sphingolipid biosynthesis regulator 3	1	
100230347	STRADA	STE20 related adaptor alpha	2	ENSTGUG00000001939
100230352	UBR3	ubiquitin protein ligase E3 component n-recognin 3	4	ENSTGUG00000008012
100230353	MFSD4A	major facilitator superfamily domain containing 4A	1	ENSTGUG00000017518
100230355	SH3BGRL	SH3 domain binding glutamate rich protein like	1	
100230365	SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1	3	ENSTGUG00000005079
100230368	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1	25	ENSTGUG00000009560
100230369	WDR6	WD repeat domain 6	2	ENSTGUG00000009040
100230372	ARIH2	ariadne RBR E3 ubiquitin protein ligase 2	4	ENSTGUG00000009080
100230373	CSRNP3	cysteine and serine rich nuclear protein 3	7	ENSTGUG00000007262
100230376	TSN	translin	1	
100230377	LIAS	lipoic acid synthetase	1	ENSTGUG00000008840
100230378	EIF5B	eukaryotic translation initiation factor 5B	2	ENSTGUG00000010099
100230380	MID1	midline 1	4	ENSTGUG00000008325
100230381	RNF4	ring finger protein 4	1	
100230382	TNFAIP8	TNF alpha induced protein 8	5	ENSTGUG00000017552
100230383	ENTREP3	endosomal transmembrane epsin interactor 3	3	ENSTGUG00000026181
100230385	GMEB1	glucocorticoid modulatory element binding protein 1	4	ENSTGUG00000000731
100230386	WWP2	WW domain containing E3 ubiquitin protein ligase 2	3	ENSTGUG00000008128
100230387	TRHDE	thyrotropin releasing hormone degrading enzyme	2	ENSTGUG00000026259
100230393	MFSD13A	major facilitator superfamily domain containing 13A	4	ENSTGUG00000010110
100230394	TAT	tyrosine aminotransferase	3	ENSTGUG00000008391
100230395	RBL2	RB transcriptional corepressor like 2	3	ENSTGUG00000007426
100230397	SLC12A4	solute carrier family 12 member 4	7	ENSTGUG00000007074
100230398	FRS2	fibroblast growth factor receptor substrate 2	2	ENSTGUG00000006906
100230400	CBFB	core-binding factor subunit beta	4	ENSTGUG00000029490
100230401	RBM19	RNA binding motif protein 19	2	ENSTGUG00000009017
100230403	GPC6	glypican 6	1	ENSTGUG00000011232
100230404	CMTR2	cap methyltransferase 2	3	ENSTGUG00000006002
100230405	HTR7	5-hydroxytryptamine receptor 7	8	ENSTGUG00000008388
100230406	SLC7A6	solute carrier family 7 member 6	3	ENSTGUG00000006874
100230407	EP400	E1A binding protein p400	1	ENSTGUG00000008078
100230410	ZDHHC6	zinc finger DHHC-type palmitoyltransferase 6	1	
100230411	GGACT	gamma-glutamylamine cyclotransferase	4	ENSTGUG00000019286
100230412	TRAFD1	TRAF-type zinc finger domain containing 1	3	
100230414	RAB35	RAB35, member RAS oncogene family	2	ENSTGUG00000009359
100230415	HAUS3	HAUS augmin like complex subunit 3	2	ENSTGUG00000010536
100230418	SRRD	SRR1 domain containing	1	ENSTGUG00000007706
100230422	ZCCHC8	zinc finger CCHC-type containing 8	3	
100230426	ISOC1	isochorismatase domain containing 1	1	ENSTGUG00000000362
100230427	OGFOD2	2-oxoglutarate and iron dependent oxygenase domain containing 2	4	
100230429	TMCO3	transmembrane and coiled-coil domains 3	3	ENSTGUG00000009257
100230430	RGS16	regulator of G protein signaling 16	2	ENSTGUG00000021469
100230431	EPHA10	EPH receptor A10	3	ENSTGUG00000001509
100230432	MAPKAPK5	MAPK activated protein kinase 5	3	ENSTGUG00000006628
100230434	ARHGEF7	Rho guanine nucleotide exchange factor 7	6	ENSTGUG00000008859
100230438	MLST8	MTOR associated protein, LST8 homolog	1	ENSTGUG00000023531
100230445	RPA2	replication protein A2	1	ENSTGUG00000000866
100230447	DHDDS	dehydrodolichyl diphosphate synthase subunit	2	ENSTGUG00000001032
100230448	KCNJ10	potassium inwardly rectifying channel subfamily J member 10	5	ENSTGUG00000020285
100230450	MECR	mitochondrial trans-2-enoyl-CoA reductase	3	ENSTGUG00000018775
100230454	SH3PXD2A	SH3 and PX domains 2A	5	ENSTGUG00000010339
100230455	GSE1	Gse1 coiled-coil protein	3	ENSTGUG00000007561
100230456	MDM1	Mdm1 nuclear protein	4	ENSTGUG00000006738
100230459	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1 like	1	ENSTGUG00000010019
100230464	ESS2	ess-2 splicing factor homolog	1	ENSTGUG00000008886
100230465	GNB1L	G protein subunit beta 1 like	1	
100230467	TM9SF2	transmembrane 9 superfamily member 2	1	ENSTGUG00000010935
100230468	TPPP3	tubulin polymerization promoting protein family member 3	1	
100230471	SSH1	slingshot protein phosphatase 1	3	ENSTGUG00000006998
100230475	GABRB3	gamma-aminobutyric acid type A receptor subunit beta3	1	ENSTGUG00000010346
100230479	MFSD10	major facilitator superfamily domain containing 10	3	ENSTGUG00000010470
100230480	PDCL3	phosducin like 3	1	ENSTGUG00000010036
100230482	KATNA1	katanin catalytic subunit A1	3	ENSTGUG00000011351
100230484	VWC2	von Willebrand factor C domain containing 2	3	ENSTGUG00000007906
100230485	MORN3	MORN repeat containing 3	3	ENSTGUG00000006037
100230486	RNF38	ring finger protein 38	2	ENSTGUG00000000096
100230487	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2	7	
100230490	METTL18	methyltransferase 18, RPL3 N3(tau)-histidine	8	ENSTGUG00000020231
100230492	ANAPC7	anaphase promoting complex subunit 7	2	ENSTGUG00000005711
100230493	MTA1	metastasis associated 1	3	ENSTGUG00000017196
100230494	RBBP4	RB binding protein 4, chromatin remodeling factor	2	ENSTGUG00000001362
100230499	SH3BGRL3	SH3 domain binding glutamate rich protein like 3	1	
100230500	RGS6	regulator of G protein signaling 6	6	ENSTGUG00000011297
100230501	SPI1	Spi-1 proto-oncogene	1	ENSTGUG00000026691
100230502	WDR73	WD repeat domain 73	2	ENSTGUG00000013569
100230503	SMYD2	SET and MYND domain containing 2	2	ENSTGUG00000002951
100230505	GMFB	glia maturation factor beta	5	ENSTGUG00000013093
100230506	TSPAN4	tetraspanin 4	5	ENSTGUG00000024506
100230507	BACH1	BTB domain and CNC homolog 1	4	ENSTGUG00000013585
100230508	PEX16	peroxisomal biogenesis factor 16	1	ENSTGUG00000010706
100230511	EML6	EMAP like 6	7	ENSTGUG00000007118
100230512	KDM2A	lysine demethylase 2A	1	
100230514	LBH	LBH regulator of WNT signaling pathway	1	
100230515	KIF26A	kinesin family member 26A	2	ENSTGUG00000012894
100230516	INTS7	integrator complex subunit 7	1	ENSTGUG00000003120
100230521	RBKS	ribokinase	2	ENSTGUG00000020327
100230522	RIPK1	receptor interacting serine/threonine kinase 1	3	ENSTGUG00000002170
100230524	CDK7	cyclin dependent kinase 7	3	ENSTGUG00000014190
100230529	FAM171A1	family with sequence similarity 171 member A1	2	ENSTGUG00000001352
100230530	MTG2	mitochondrial ribosome associated GTPase 2	1	ENSTGUG00000007823
100230532	CCDC88C	coiled-coil domain containing 88C	2	ENSTGUG00000012531
100230533	ODR4	odr-4 GPCR localization factor homolog	2	ENSTGUG00000003491
100230535	RAB33B	RAB33B, member RAS oncogene family	1	ENSTGUG00000022994
100230536	CRK	CRK proto-oncogene, adaptor protein	6	ENSTGUG00000027683
100230538	SLU7	SLU7 homolog, splicing factor	4	ENSTGUG00000001410,ENSTGUG00000023705
100230543	MPEG1	macrophage expressed 1	1	ENSTGUG00000007155
100230544	TXNDC5	thioredoxin domain containing 5	2	ENSTGUG00000002358
100230545	ACVR1	activin A receptor type 1	1	ENSTGUG00000012182
100230546	SLC12A5	solute carrier family 12 member 5	3	ENSTGUG00000005860
100230547	ABCD4	ATP binding cassette subfamily D member 4	13	ENSTGUG00000012116
100230548	ADA	adenosine deaminase	3	ENSTGUG00000005206
100230554	PPP2R3C	protein phosphatase 2 regulatory subunit B''gamma	3	ENSTGUG00000011965
100230556	RAB22A	RAB22A, member RAS oncogene family	1	ENSTGUG00000026289
100230558	DHCR7	7-dehydrocholesterol reductase	2	ENSTGUG00000005254
100230559	GOLGA4	golgin A4	7	ENSTGUG00000001889
100230561	ZBTB25	zinc finger and BTB domain containing 25	3	ENSTGUG00000020182
100230563	SRF	serum response factor	2	ENSTGUG00000004738
100230564	MKLN1	muskelin 1	2	ENSTGUG00000001982
100230566	TRAPPC6B	trafficking protein particle complex subunit 6B	1	ENSTGUG00000012044
100230567	ZBTB11	zinc finger and BTB domain containing 11	1	ENSTGUG00000013619
100230569	PALS1	protein associated with LIN7 1, MAGUK p55 family member	4	ENSTGUG00000011569
100230570	PDK4	pyruvate dehydrogenase kinase 4	1	ENSTGUG00000001585
100230574	PAXBP1	PAX3 and PAX7 binding protein 1	2	ENSTGUG00000013579
100230578	TMEM260	transmembrane protein 260	1	ENSTGUG00000013057
100230579	OSBPL5	oxysterol binding protein like 5	6	ENSTGUG00000009038
100230580	TRDMT1	tRNA aspartic acid methyltransferase 1	4	ENSTGUG00000001306
100230581	SLC38A6	solute carrier family 38 member 6	6	ENSTGUG00000012985
100230582	ARHGAP1	Rho GTPase activating protein 1	5	ENSTGUG00000010593
100230592	NTNG1	netrin G1	14	ENSTGUG00000004776
100230593	BROX	BRO1 domain and CAAX motif containing	2	ENSTGUG00000002660
100230595	DYNC1H1	dynein cytoplasmic 1 heavy chain 1	1	ENSTGUG00000012793
100230597	APBB3	amyloid beta precursor protein binding family B member 3	1	ENSTGUG00000001677
100230599	CDH20	cadherin 20	2	ENSTGUG00000001975
100230601	PTPN5	protein tyrosine phosphatase non-receptor type 5	5	ENSTGUG00000008983
100230602	DLX6	distal-less homeobox 6	1	ENSTGUG00000001642
100230603	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3	4	ENSTGUG00000003798
100230606	WAC	WW domain containing adaptor with coiled-coil	3	ENSTGUG00000001068
100230608	NRDE2	NRDE-2, necessary for RNA interference, domain containing	1	ENSTGUG00000012462
100230609	TRPC7	transient receptor potential cation channel subfamily C member 7	1	ENSTGUG00000001207
100230616	NUDT9	nudix hydrolase 9	1	ENSTGUG00000002249
100230617	MLH3	mutL homolog 3	6	ENSTGUG00000012203
100230618	FMNL2	formin like 2	6	ENSTGUG00000012102
100230619	ZMYND8	zinc finger MYND-type containing 8	15	ENSTGUG00000005447
100230623	PIGT	phosphatidylinositol glycan anchor biosynthesis class T	1	ENSTGUG00000004963
100230624	HNRNPK	heterogeneous nuclear ribonucleoprotein K	10	ENSTGUG00000003138
100230625	USP53	ubiquitin specific peptidase 53	1	ENSTGUG00000001892
100230627	ZNF512B	zinc finger protein 512B	4	ENSTGUG00000007184
100230629	SOCS4	suppressor of cytokine signaling 4	2	ENSTGUG00000013079
100230630	MANBAL	mannosidase beta like	5	ENSTGUG00000004937
100230632	ABHD12	abhydrolase domain containing 12, lysophospholipase	2	ENSTGUG00000004985
100230634	LBHD2	LBH domain containing 2	2	ENSTGUG00000020932
100230635	SEC61A2	SEC61 translocon subunit alpha 2	2	ENSTGUG00000002185
100230636	THBS1	thrombospondin 1	1	ENSTGUG00000011624
100230637	ADCK1	aarF domain containing kinase 1	5	ENSTGUG00000012350
100230638	FBXL2	F-box and leucine rich repeat protein 2	2	ENSTGUG00000001755
100230640	MEST	mesoderm specific transcript	1	ENSTGUG00000001900
100230641	DCAF5	DDB1 and CUL4 associated factor 5	2	ENSTGUG00000011473
100230642	HEATR5A	HEAT repeat containing 5A	14	ENSTGUG00000011873
100230645	LRRFIP1	LRR binding FLII interacting protein 1	32	ENSTGUG00000003797
100230647	CCDC51	coiled-coil domain containing 51	2	ENSTGUG00000008430
100230649	SAMM50	SAMM50 sorting and assembly machinery component	1	ENSTGUG00000011988
100230650	ASB1	ankyrin repeat and SOCS box containing 1	4	ENSTGUG00000023179
100230652	SPAG16	sperm associated antigen 16	1	ENSTGUG00000002887
100230653	B3GAT2	beta-1,3-glucuronyltransferase 2	1	ENSTGUG00000012716
100230655	ACAD9	acyl-CoA dehydrogenase family member 9	1	ENSTGUG00000003909
100230656	CEP120	centrosomal protein 120	3	ENSTGUG00000001104
100230657	SH3BGRL2	SH3 domain binding glutamate rich protein like 2	1	ENSTGUG00000027333
100230658	AXIN2	axin 2	3	ENSTGUG00000004202
100230660	ATAD2	ATPase family AAA domain containing 2	2	ENSTGUG00000012435
100230661	HGS	hepatocyte growth factor-regulated tyrosine kinase substrate	3	ENSTGUG00000003410
100230662	MECOM	MDS1 and EVI1 complex locus	5	ENSTGUG00000011015
100230664	SGSH	N-sulfoglucosamine sulfohydrolase	1	ENSTGUG00000003089
100230665	SNX16	sorting nexin 16	4	ENSTGUG00000011685
100230666	RSBN1	round spermatid basic protein 1	1	
100230667	ASRGL1	asparaginase and isoaspartyl peptidase 1	7	ENSTGUG00000012710
100230668	BAALC	BAALC binder of MAP3K1 and KLF4	3	ENSTGUG00000028617
100230669	PDE7A	phosphodiesterase 7A	6	ENSTGUG00000011264
100230672	TBC1D16	TBC1 domain family member 16	4	ENSTGUG00000003143
100230673	DTNA	dystrobrevin alpha	25	ENSTGUG00000010797
100230678	PRELID3A	PRELI domain containing 3A	4	ENSTGUG00000009615
100230679	SYT2	synaptotagmin 2	1	ENSTGUG00000001304
100230681	TRAF1	TNF receptor associated factor 1	4	ENSTGUG00000006555
100230683	AQP11	aquaporin 11	1	
100230684	GAPVD1	GTPase activating protein and VPS9 domains 1	6	ENSTGUG00000007305
100230685	PCDH19	protocadherin 19	3	ENSTGUG00000002323
100230686	EIF4A2	eukaryotic translation initiation factor 4A2	1	ENSTGUG00000010452
100230687	KHDC4	KH domain containing 4, pre-mRNA splicing factor	6	ENSTGUG00000017408
100230691	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial	3	ENSTGUG00000013001
100230692	RNF115	ring finger protein 115	2	ENSTGUG00000019792
100230694	DCP1B	decapping mRNA 1B	2	ENSTGUG00000012575
100230698	PDE12	phosphodiesterase 12	1	ENSTGUG00000007290
100230700	SSPN	sarcospan	1	ENSTGUG00000025597
100230702	ARHGEF10	Rho guanine nucleotide exchange factor 10	4	ENSTGUG00000012923
100230704	HEMK1	HemK methyltransferase family member 1	5	ENSTGUG00000004718
100230706	ITPR2	inositol 1,4,5-trisphosphate receptor type 2	3	ENSTGUG00000012196
100230708	NPC1	NPC intracellular cholesterol transporter 1	1	ENSTGUG00000010427
100230709	FLNB	filamin B	3	ENSTGUG00000007383
100230710	GBX2	gastrulation brain homeobox 2	1	ENSTGUG00000003625
100230711	PRKCD	protein kinase C delta	3	ENSTGUG00000004544
100230712	MKRN2	makorin ring finger protein 2	2	
100230716	SNTB1	syntrophin beta 1	1	ENSTGUG00000012405
100230717	LRATD1	LRAT domain containing 1	3	ENSTGUG00000013091
100230719	WDR36	WD repeat domain 36	2	ENSTGUG00000000989
100230721	ELOVL5	ELOVL fatty acid elongase 5	5	ENSTGUG00000012864
100230722	SLC38A10	solute carrier family 38 member 10	3	ENSTGUG00000002960
100230723	STAU2	staufen double-stranded RNA binding protein 2	3	ENSTGUG00000011535
100230726	WIPI1	WD repeat domain, phosphoinositide interacting 1	1	ENSTGUG00000004110
100230728	LYN	LYN proto-oncogene, Src family tyrosine kinase	6	ENSTGUG00000011056
100230729	GPR162	G protein-coupled receptor 162	2	ENSTGUG00000018169
100230731	ALG3	ALG3 alpha-1,3- mannosyltransferase	1	ENSTGUG00000010178
100230732	DRAM2	DNA damage regulated autophagy modulator 2	4	ENSTGUG00000001400
100230734	POP1	POP1 homolog, ribonuclease P/MRP subunit	1	ENSTGUG00000012011
100230735	LPIN2	lipin 2	2	ENSTGUG00000010074
100230737	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	4	ENSTGUG00000000894
100230739	DPY19L4	dpy-19 like 4	1	ENSTGUG00000011910
100230740	A2M	alpha-2-macroglobulin	1	ENSTGUG00000013087
100230741	LSG1	large 60S subunit nuclear export GTPase 1	1	ENSTGUG00000009068
100230742	PMPCA	peptidase, mitochondrial processing subunit alpha	1	ENSTGUG00000006265
100230745	TMOD4	tropomodulin 4	2	
100230747	CAMSAP1	calmodulin regulated spectrin associated protein 1	7	ENSTGUG00000006408
100230748	CTSC	cathepsin C	1	ENSTGUG00000012906
100230752	GDAP1	ganglioside induced differentiation associated protein 1	1	ENSTGUG00000027544
100230754	TARS2	threonyl-tRNA synthetase 2, mitochondrial	1	ENSTGUG00000004602
100230757	GRIP2	glutamate receptor interacting protein 2	4	ENSTGUG00000008370
100230761	RPN1	ribophorin I	2	ENSTGUG00000007857
100230763	PTHLH	parathyroid hormone like hormone	2	ENSTGUG00000027241
100230764	CA8	carbonic anhydrase 8	1	ENSTGUG00000011176
100230768	SLC38A3	solute carrier family 38 member 3	4	ENSTGUG00000006517
100230769	PXDN	peroxidasin	1	ENSTGUG00000012962
100230773	NDUFA9	NADH:ubiquinone oxidoreductase subunit A9	1	ENSTGUG00000028710
100230774	RNF138	ring finger protein 138	2	ENSTGUG00000010758
100230775	GPLD1	glycosylphosphatidylinositol specific phospholipase D1	5	ENSTGUG00000006411
100230776	DLL1	delta like canonical Notch ligand 1	1	ENSTGUG00000009780
100230778	BCLAF3	BCLAF1 and THRAP3 family member 3	5	ENSTGUG00000007538
100230781	NFXL1	nuclear transcription factor, X-box binding like 1	1	ENSTGUG00000008171
100230783	JARID2	jumonji and AT-rich interaction domain containing 2	2	ENSTGUG00000006054
100230786	PEMT	phosphatidylethanolamine N-methyltransferase	3	ENSTGUG00000007349
100230789	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1	2	ENSTGUG00000004721
100230795	CNKSR2	connector enhancer of kinase suppressor of Ras 2	8	ENSTGUG00000007450
100230799	CASP3	caspase 3	1	ENSTGUG00000006682
100230800	CDYL2	chromodomain Y like 2	1	ENSTGUG00000004589
100230803	MDFIC	MyoD family inhibitor domain containing	3	ENSTGUG00000005311
100230804	WNT4	Wnt family member 4	2	ENSTGUG00000026088
100230806	SPOCK3	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3	4	ENSTGUG00000006005
100230808	CDH13	cadherin 13	2	ENSTGUG00000004357
100230809	PSD	pleckstrin and Sec7 domain containing	3	ENSTGUG00000007566
100230812	ARFIP2	ADP ribosylation factor interacting protein 2	3	ENSTGUG00000014784
100230814	DFFA	DNA fragmentation factor subunit alpha	1	
100230815	DNAJA4	DnaJ heat shock protein family (Hsp40) member A4	7	ENSTGUG00000003285
100230818	COMTD1	catechol-O-methyltransferase domain containing 1	1	ENSTGUG00000006565
100230822	SASH1	SAM and SH3 domain containing 1	10	ENSTGUG00000010682
100230823	CAPZA2	capping actin protein of muscle Z-line subunit alpha 2	1	ENSTGUG00000021964
100230824	PARG	poly(ADP-ribose) glycohydrolase	3	ENSTGUG00000005848
100230825	HDHD2	haloacid dehalogenase like hydrolase domain containing 2	2	ENSTGUG00000028684
100230827	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase	6	ENSTGUG00000010458
100230834	TUBGCP4	tubulin gamma complex component 4	7	ENSTGUG00000010347
100230835	URB2	URB2 ribosome biogenesis homolog	1	ENSTGUG00000009990
100230836	WDR27	WD repeat domain 27	5	ENSTGUG00000009732
100230837	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2	1	ENSTGUG00000005019
100230839	DNAH3	dynein axonemal heavy chain 3	4	ENSTGUG00000009160
100230840	MOSPD2	motile sperm domain containing 2	3	ENSTGUG00000008126
100230842	RGS7	regulator of G protein signaling 7	9	ENSTGUG00000010596
100230847	ATXN1	ataxin 1	23	ENSTGUG00000005986
100230853	PTCH2	patched 2	1	ENSTGUG00000007744
100230854	SLC29A4	solute carrier family 29 member 4	1	ENSTGUG00000007691
100230857	B4GALT2	beta-1,4-galactosyltransferase 2	2	ENSTGUG00000007553
100230858	TCIM	transcriptional and immune response regulator	1	ENSTGUG00000005158
100230860	GPM6B	glycoprotein M6B	12	ENSTGUG00000008166
100230862	USP9X	ubiquitin specific peptidase 9 X-linked	2	ENSTGUG00000006522
100230864	SGCZ	sarcoglycan zeta	3	ENSTGUG00000019804
100230867	ZNF319	zinc finger protein 319	4	ENSTGUG00000023895
100230873	CIAPIN1	cytokine induced apoptosis inhibitor 1	1	ENSTGUG00000005036
100230879	PEX3	peroxisomal biogenesis factor 3	1	ENSTGUG00000010992
100230881	TMEM201	transmembrane protein 201	1	ENSTGUG00000003712
100230882	PEAK1	pseudopodium enriched atypical kinase 1	5	ENSTGUG00000003685
100230883	TMEM171	transmembrane protein 171	6	ENSTGUG00000005840
100230888	ADK	adenosine kinase	2	ENSTGUG00000006658
100230889	UBE4B	ubiquitination factor E4B	3	ENSTGUG00000003533
100230892	SLC35D3	solute carrier family 35 member D3	1	ENSTGUG00000010879
100230896	PRICKLE1	prickle planar cell polarity protein 1	1	ENSTGUG00000005851
100230897	PIGM	phosphatidylinositol glycan anchor biosynthesis class M	1	ENSTGUG00000024029
100230898	BRD1	bromodomain containing 1	10	ENSTGUG00000003835
100230900	MMRN2	multimerin 2	3	ENSTGUG00000005738
100230901	LYST	lysosomal trafficking regulator	1	ENSTGUG00000010290
100230902	AP3M1	adaptor related protein complex 3 subunit mu 1	1	ENSTGUG00000006678
100230905	FAM13C	family with sequence similarity 13 member C	7	
100230906	SLC16A9	solute carrier family 16 member 9	4	ENSTGUG00000005527
100230907	TUBGCP2	tubulin gamma complex component 2	3	ENSTGUG00000004790
100230908	TNS3	tensin 3	9	ENSTGUG00000007104
100230911	TGFBR1	transforming growth factor beta receptor 1	1	ENSTGUG00000006726
100230912	MYG1	MYG1 exonuclease	1	
100230913	SSBP3	single stranded DNA binding protein 3	3	ENSTGUG00000009420
100230914	EZR	ezrin	2	ENSTGUG00000011044
100230917	SOS1	SOS Ras/Rac guanine nucleotide exchange factor 1	4	ENSTGUG00000002040
100230919	MPND	MPN domain containing	4	ENSTGUG00000025263
100230920	INTS9	integrator complex subunit 9	2	ENSTGUG00000013325
100230921	PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1	2	ENSTGUG00000008782
100230922	PAIP1	poly(A) binding protein interacting protein 1	2	ENSTGUG00000002299
100230923	ARMC6	armadillo repeat containing 6	2	ENSTGUG00000001090
100230926	TPGS2	tubulin polyglutamylase complex subunit 2	3	ENSTGUG00000001655
100230927	SIRT6	sirtuin 6	2	ENSTGUG00000000987
100230928	VKORC1L1	vitamin K epoxide reductase complex subunit 1 like 1	1	ENSTGUG00000005263
100230939	SCAF4	SR-related CTD associated factor 4	2	ENSTGUG00000013464
100230941	PGM2L1	phosphoglucomutase 2 like 1	5	ENSTGUG00000013456
100230942	BTBD2	BTB domain containing 2	1	ENSTGUG00000000274
100230943	RNF130	ring finger protein 130	5	ENSTGUG00000001009
100230947	ITGB1	integrin subunit beta 1	5	ENSTGUG00000000968
100230951	HTR4	5-hydroxytryptamine receptor 4	5	ENSTGUG00000000218
100230953	ADARB1	adenosine deaminase RNA specific B1	1	ENSTGUG00000011159
100230955	LMBR1	limb development membrane protein 1	2	ENSTGUG00000000698
100230958	DPYSL3	dihydropyrimidinase like 3	2	ENSTGUG00000000047
100230960	ACVR2B	activin A receptor type 2B	1	ENSTGUG00000000545
100230961	MBD5	methyl-CpG binding domain protein 5	3	ENSTGUG00000011939
100230962	DLGAP4	DLG associated protein 4	6	ENSTGUG00000003402
100230963	VPS53	VPS53 subunit of GARP complex	2	ENSTGUG00000007277
