NCBI.GeneID	Symbol	Description	Transcripts	Ensembl.GeneIDs	external_gene_name	chromosome_name	start_position	end_position
100224883	LOC100224883	USP6 N-terminal-like protein	2	ENSTGUG00000009885		5	17552976	17628473
100224927	LOC100224927	2'-5'-oligoadenylate synthase-like protein 1	1	ENSTGUG00000006574	OASL	12	13934334	13936478
100224931	TRAIP	TRAF interacting protein	2	ENSTGUG00000005071	TRAIP	12	15835826	15855902
100224950	LOC100224950	carbonic anhydrase 2	3	ENSTGUG00000011728	CA2	2	124696439	124713361
100224972	LOC100224972	solute carrier family 2, facilitated glucose transporter member 3	1		NA	NA	NA	NA
100224987	LOC100224987	cytochrome P450 7B1	2	ENSTGUG00000011247	CYP7B1	2	116299893	116423712
100225003	LOC100225003	cytochrome b-c1 complex subunit 1, mitochondrial	1	ENSTGUG00000007619	UQCRC1	12	11604173	11612956
100225005	LOC100225005	cytochrome b561 domain-containing protein 2	1	ENSTGUG00000004688	CYB561D2	12	16880899	16882936
100225027	LOC100225027	protein CutA homolog	1		NA	NA	NA	NA
100225043	LOC100225043	transmembrane 9 superfamily member 2	1	ENSTGUG00000002138		4A	154428	179432
100225098	LOC100225098	V-type proton ATPase subunit S1	1	ENSTGUG00000004340		1A	20299863	20354943
100225102	LOC100225102	inactive ubiquitin carboxyl-terminal hydrolase 54	3		NA	NA	NA	NA
100225131	MYLIP	myosin regulatory light chain interacting protein	1	ENSTGUG00000006026	MYLIP	2	67460879	67476471
100225136	LOC100225136	E3 ubiquitin-protein ligase HECTD3	1	ENSTGUG00000007801	HECTD3	8	11132913	11155806
100225149	LOC100225149	cytochrome b-245 heavy chain	1	ENSTGUG00000006788	CYBB	1	105338982	105362172
100225213	LOC100225213	LON peptidase N-terminal domain and RING finger protein 1	1	ENSTGUG00000000721		13	12774303	12787977
100225216	LOC100225216	cyclic nucleotide gated channel subunit alpha 2	1	ENSTGUG00000021248		4A	18383120	18394940
100225224	LOC100225224	5-hydroxytryptamine receptor 5B	5	ENSTGUG00000025171		7	29786352	29801924
100225248	LOC100225248	T-complex protein 1 subunit zeta	1	ENSTGUG00000005105	CCT6B	19	5315071	5321080
100225265	CBARP	CACN subunit beta associated regulatory protein	1	ENSTGUG00000000896	CBARP	28	1455684	1463030
100225287	LOC100225287	centrosomal protein of 70 kDa	9	ENSTGUG00000011506		7	29072364	29083204
100225337	LOC100225337	guanylate cyclase soluble subunit beta-2	1	ENSTGUG00000008003		9	8938028	8956392
100225355	LOC100225355	coiled-coil domain-containing protein 157	1		NA	NA	NA	NA
100225363	LOC100225363	TLC domain-containing protein 5	2	ENSTGUG00000029185		24	5277123	5283008
100225385	RGS9BP	regulator of G protein signaling 9 binding protein	1	ENSTGUG00000009112	RGS9BP	11	15954398	15955111
100225436	LOC100225436	noggin-2-like	1		NA	NA	NA	NA
100225453	LOC100225453	OTU domain-containing protein 4	2	ENSTGUG00000002684	OTUD4	4	57235994	57264664
100225471	LOC100225471	nucleolar RNA helicase 2	1	ENSTGUG00000003865		6	1590494	1601501
100225532	LOC100225532	heme-binding protein 2	1	ENSTGUG00000013230		5	61143182	61153620
100225564	LOC100225564	dynein heavy chain 9, axonemal	1	ENSTGUG00000005689		18	5202929	5338030
100225609	LOC100225609	protein ADP-ribosylarginine hydrolase-like	2	ENSTGUG00000007545		18	6112331	6115910
100225628	LOC100225628	T-box-containing protein TBX6L	1	ENSTGUG00000010188		15	2683569	2709922
100225641	LOC100225641	torsin-1A-interacting protein 1	1	ENSTGUG00000020808	TOR1AIP1	8	29252576	29263248
100225649	PDE4DIP	phosphodiesterase 4D interacting protein	10		NA	NA	NA	NA
100225651	SFSWAP	splicing factor SWAP	4	ENSTGUG00000004623	SFSWAP	15	14221272	14259052
100225673	AKTIP	AKT interacting protein	4	ENSTGUG00000007406	AKTIP	11	1207728	1238002
100225714	DNMBP	dynamin binding protein	4	ENSTGUG00000009180	DNMBP	6	20917481	20961450
100225774	LOC100225774	macrophage mannose receptor 1	1	ENSTGUG00000026993		2	20647725	20679131
100225836	LOC100225836	neuroendocrine protein 7B2	9	ENSTGUG00000011734,ENSTGUG00000011736	NA	NA	NA	NA
100225858	LOC100225858	uncharacterized LOC100225858	1	ENSTGUG00000019536		13	7257859	7432619
100225915	PHIP	pleckstrin homology domain interacting protein	2	ENSTGUG00000012592	PHIP	3	32671320	32773777
100225943	DAB2IP	DAB2 interacting protein	12	ENSTGUG00000006752	DAB2IP	17	9761919	9917587
100225953	LOC100225953	N-acetylated-alpha-linked acidic dipeptidase 2	4	ENSTGUG00000012884	FOLH1	1	34322620	34388437
100226015	LOC100226015	synaptotagmin-15	1	ENSTGUG00000005802		6	8818845	8828195
100226089	LOC100226089	lysosomal alpha-glucosidase	2	ENSTGUG00000008237		14	3155540	3166626
100226207	LOC100226207	carbonic anhydrase 9	1	ENSTGUG00000001879	CA9	Z	48085318	48100630
100226230	LOC100226230	transducin-like enhancer protein 1	3	ENSTGUG00000000573		28	2948757	2960000
100226232	LOC100226232	NADH-cytochrome b5 reductase 2	1	ENSTGUG00000005192	CYB5R2	5	4487074	4513909
100226241	LOC100226241	hepatitis A virus cellular receptor 1 homolog	2	ENSTGUG00000028125		13	13661210	13667558
100226244	LOC100226244	rho-related GTP-binding protein RhoG	2	ENSTGUG00000007027		4A	18898300	18898875
100226286	LOC100226286	protein CEPU-1	6	ENSTGUG00000000693	NTM	24	2790949	3153696
100226306	PREP	prolyl endopeptidase	1	ENSTGUG00000012206	PREP	3	43519950	43604195
100226342	LOC100226342	proline dehydrogenase 1, mitochondrial	1	ENSTGUG00000010576		15	320017	332473
100226393	HHIP	hedgehog interacting protein	1	ENSTGUG00000002714	HHIP	4	57058058	57133785
100226434	LOC100226434	transcription factor HES-5-like	1	ENSTGUG00000021912		21	2563315	2565833
100226456	LOC100226456	hexokinase-1	1	ENSTGUG00000003945	HK1	6	1692627	1759363
100226474	LOC100226474	prolactin-releasing peptide	1	ENSTGUG00000021668		2	44826508	44828822
100226496	LOC100226496	probable G-protein coupled receptor 83	1	ENSTGUG00000021575		4A	6116878	6124851
100226503	LOC100226503	mitogen-activated protein kinase kinase kinase 3	3	ENSTGUG00000000409		2	4796328	4875065
100226524	AAMP	angio associated migratory cell protein	1	ENSTGUG00000005212	AAMP	7	9861054	9868841
100226555	LOC100226555	MAP7 domain-containing protein 2	2	ENSTGUG00000002861	MAP7D3	4A	6402110	6445351
100226573	STK11IP	serine/threonine kinase 11 interacting protein	1	ENSTGUG00000006239	STK11IP	7	10561993	10581194
100226679	LOC100226679	solute carrier family 22 member 3	1	ENSTGUG00000011470	SLC22A3	3	56714579	56742859
100226706	LOC100226706	histamine H3 receptor-like	1	ENSTGUG00000008928		11	13772103	13777675
100226754	LOC100226754	caltractin	1	ENSTGUG00000002010		4	63899583	63904987
100226815	LOC100226815	kelch-like protein 3	6	ENSTGUG00000001194	KLHL3	13	10254592	10316402
100226818	AIP	aryl hydrocarbon receptor interacting protein	1	ENSTGUG00000007764	AIP	5	9701875	9704080
100226832	MBIP	MAP3K12 binding inhibitory protein 1	2	ENSTGUG00000012006	MBIP	5	37270331	37285230
100226835	TRPC4AP	transient receptor potential cation channel subfamily C member 4 associated protein	1	ENSTGUG00000003820	TRPC4AP	20	2939754	2974966
100226843	LOC100226843	transmembrane protein 121	2	ENSTGUG00000004900		3	94263100	94271527
100226846	LOC100226846	ubiquinol-cytochrome-c reductase complex assembly factor 1	1	ENSTGUG00000003601	UQCC1	20	1609657	1673319
100226900	LOC100226900	deoxyribodipyrimidine photo-lyase	1		NA	NA	NA	NA
100226970	LOC100226970	transforming growth factor beta activator LRRC32	1	ENSTGUG00000022219		1	28568207	28581848
100227107	TRRAP	transformation/transcription domain associated protein	3	ENSTGUG00000008547	TRRAP	14	1689239	1761366
100227112	IPP	intracisternal A particle-promoted polypeptide	1	ENSTGUG00000008061	IPP	8	10786224	10793359
100227175	LOC100227175	scaffold attachment factor B1	7	ENSTGUG00000000489		28	3118554	3134469
100227231	LOC100227231	protein NPAT	2	ENSTGUG00000012634	NPAT	1	41222688	41245958
100227272	LOC100227272	thiamine transporter 2-like	1	ENSTGUG00000008261	SLC19A3	9	10012648	10030007
100227273	HDLBP	high density lipoprotein binding protein	3	ENSTGUG00000006189	HDLBP	9	4409643	4448353
100227325	LOC100227325	diacylglycerol kinase gamma	1	ENSTGUG00000006053	DGKG	9	4186804	4211999
100227340	ALOX5AP	arachidonate 5-lipoxygenase activating protein	1	ENSTGUG00000011710	ALOX5AP	1	64907976	64915705
100227392	LOC100227392	epoxide hydrolase 1	1	ENSTGUG00000009224		3	80376417	80385906
100227461	CD2AP	CD2 associated protein	4	ENSTGUG00000013213	CD2AP	3	6840827	6917056
100227480	LOC100227480	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1	3	ENSTGUG00000013397		1	23496797	23524723
100227536	LOC100227536	P2R1A-PPP2R2A-interacting phosphatase regulator 1	1	ENSTGUG00000002933	PABIR2	4A	6626684	6636813
100227542	LOC100227542	BTB/POZ domain-containing protein KCTD12	1		NA	NA	NA	NA
100227578	LOC100227578	lysosomal acid glucosylceramidase	1	ENSTGUG00000016660		25	996785	1001957
100227595	TCHP	trichoplein keratin filament binding	3	ENSTGUG00000007435		15	9954473	9958885
100227621	PGP	phosphoglycolate phosphatase	1	ENSTGUG00000015413	PGP	14	7615623	7617628
100227638	LOC100227638	glioma pathogenesis-related protein 1	1	ENSTGUG00000007376		1A	35282102	35293916
100227652	LOC100227652	carbonic anhydrase 15	3	ENSTGUG00000008926		15	5680532	5687386
100227654	LOC100227654	C-type lectin domain family 18 member A-like	2	ENSTGUG00000005736		11	4954602	4959227
100227658	LOC100227658	solute carrier family 2, facilitated glucose transporter member 11	2	ENSTGUG00000007888		15	8937580	8948571
100227788	LOC100227788	NACHT, LRR and PYD domains-containing protein 12	3	ENSTGUG00000007810		5	9710921	9756134
100227828	LOC100227828	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4	11	ENSTGUG00000004588	PFKFB4	12	16921331	16980843
100227837	LOC100227837	cytochrome b5 reductase 4	2	ENSTGUG00000012515	CYB5R4	3	34692295	34722408
100227838	LOC100227838	cysteine and histidine-rich protein 1	1	ENSTGUG00000017044,ENSTGUG00000028772	NA	NA	NA	NA
100227840	LOC100227840	multiple epidermal growth factor-like domains protein 6	6	ENSTGUG00000011028		9	22124554	22312774
100227890	LOC100227890	fatty acyl-CoA reductase 1	8	ENSTGUG00000011875	FAR2	1A	59783282	59932692
100227898	LOC100227898	trans-golgi network vesicle protein 23 homolog B	1	ENSTGUG00000005067		18	4566864	4571786
100227924	LOC100227924	neural-cadherin-like	6	ENSTGUG00000011921		2	128101811	128153358
100227951	TBP	TATA-box binding protein	1	ENSTGUG00000009824	TBP	3	72199794	72211992
100228000	LOC100228000	creatine kinase U-type, mitochondrial	1	ENSTGUG00000010247		10	21785496	21794630
100228106	LOC100228106	histamine N-methyltransferase	2	ENSTGUG00000011836	HNMT	7	32427414	32441983
100228113	LOC100228113	probable G-protein coupled receptor 83	3	ENSTGUG00000002791		4A	6085331	6092925
100228221	LOC100228221	cytochrome b5	1	ENSTGUG00000009166	CYB5A	2	93873424	93887716
100228253	ATF7IP	activating transcription factor 7 interacting protein	13	ENSTGUG00000009479	ATF7IP	1A	46009943	46086612
100228270	LOC100228270	uncharacterized LOC100228270	7	ENSTGUG00000008753		2	90961621	90981362
100228308	LOC100228308	glucagon receptor-like	1	ENSTGUG00000003816		14	14615930	14622260
100228347	LOC100228347	tropomodulin-3	4	ENSTGUG00000006847	TMOD3	10	9537546	9582231
100228351	LOC100228351	nucleolar RNA helicase 2	1	ENSTGUG00000003810	DDX21	6	1577816	1631424
100228395	LOC100228395	neuronal acetylcholine receptor subunit alpha-7	1	ENSTGUG00000005850		10	7132675	7171019
100228466	LOC100228466	retinol dehydrogenase 14	1		NA	NA	NA	NA
100228473	SAP30BP	SAP30 binding protein	2	ENSTGUG00000008426		18	8354560	8386502
100228479	LOC100228479	inactive phospholipase C-like protein 2	1	ENSTGUG00000002570		27	2237987	2250075
100228510	LOC100228510	sodium/hydrogen exchanger 2	1	ENSTGUG00000009816	SLC9A2	1	84870166	84903161
100228584	LOC100228584	carbohydrate sulfotransferase 5	2		NA	NA	NA	NA
100228630	LOC100228630	D-beta-hydroxybutyrate dehydrogenase, mitochondrial-like	2	ENSTGUG00000006175		3	89519761	89534114
100228682	LOC100228682	tyrosine-protein phosphatase non-receptor type substrate 1	2	ENSTGUG00000006972		20	7847061	7862938
100228743	APBB1IP	amyloid beta precursor protein binding family B member 1 interacting protein	1	ENSTGUG00000001140	APBB1IP	2	17008760	17074425
100228774	LOC100228774	NADH-cytochrome b5 reductase 3	1	ENSTGUG00000012143	CYB5R3	1A	62337205	62355252
100228780	LOC100228780	hyaluronidase-2	2	ENSTGUG00000004645	HYAL2	12	16911015	16913889
100228810	CHTOP	chromatin target of PRMT1	3	ENSTGUG00000017423	CHTOP	25	2351927	2357813
100228852	PIANP	PILR alpha associated neural protein	4	ENSTGUG00000023446	PIANP	1	26341694	26348283
100228858	LOC100228858	uncharacterized LOC100228858	3	ENSTGUG00000007428		17	11542028	11632208
100228927	LOC100228927	radial spoke head 10 homolog B	10	ENSTGUG00000023675		14	1311605	1334697
100228958	LOC100228958	F-box/WD repeat-containing protein 7	1	ENSTGUG00000016384		1	114425255	114432643
100228959	LOC100228959	ATP-dependent RNA helicase DDX19B	2	ENSTGUG00000017064		21	7902849	7915871
100228990	LOC100228990	cytochrome c oxidase assembly protein COX18, mitochondrial	2	ENSTGUG00000019755	COX18	4	67665301	67675494
100229022	LOC100229022	scaffold attachment factor B1	2	ENSTGUG00000000502		28	3100016	3118429
100229124	LOC100229124	opioid-binding protein/cell adhesion molecule homolog	5	ENSTGUG00000000670	OPCML	24	3155470	3456043
100229126	LOC100229126	histone H5	1	ENSTGUG00000010521	H1-0	1A	48584778	48585689
100229162	LOC100229162	ectonucleoside triphosphate diphosphohydrolase 8	6	ENSTGUG00000002544		17	765112	784439
100229205	SEC23IP	SEC23 interacting protein	1	ENSTGUG00000011192	SEC23IP	6	29867817	29889808
100229224	LOC100229224	TLE family member 4, transcriptional corepressor	3	ENSTGUG00000003264	TLE4	Z	62340537	62435448
100229249	LOC100229249	nucleoside diphosphate kinase 3	1	ENSTGUG00000022872	NME3	14	15135826	15141303
100229272	LOC100229272	transgelin-2	4		NA	NA	NA	NA
100229295	LOC100229295	cytochrome P450 2U1	1	ENSTGUG00000003983	CYP2U1	4	47194681	47208119
100229347	LOC100229347	vascular endothelial growth factor receptor kdr-like	1	ENSTGUG00000005652		4A	16274904	16398780
100229366	LOC100229366	protein SCO1 homolog, mitochondrial	2		NA	NA	NA	NA
100229375	LOC100229375	chloride intracellular channel protein 2	1	ENSTGUG00000004925	CLIC2	4A	14687412	14696499
100229402	LOC100229402	acid-sensing ion channel 2	5	ENSTGUG00000003215	ASIC2	27	5148651	5225227
100229420	LOC100229420	protein HIRA	2	ENSTGUG00000008538	HIRA	15	6441642	6470246
100229421	LOC100229421	interferon-induced protein with tetratricopeptide repeats 5	1	ENSTGUG00000008354		6	18400390	18404270
100229427	LOC100229427	arylsulfatase D	3	ENSTGUG00000010763		1	79355918	79375851
100229434	GLTP	glycolipid transfer protein	2	ENSTGUG00000007421	GLTP	15	9958906	9962706
100229438	LOC100229438	E3 ubiquitin-protein ligase KCMF1	1	ENSTGUG00000000265	KCMF1	Z	4567124	4608741
100229443	LOC100229443	flavin-containing monooxygenase 5	2	ENSTGUG00000017252	FMO5	8	31476534	31488327
100229500	LOC100229500	argonaute RISC component 4	1	ENSTGUG00000024123	AGO4	23	1212124	1227238
100229528	LOC100229528	protocadherin beta-16	1	ENSTGUG00000029658		13	7228896	7233350
100229557	LOC100229557	membrane-spanning 4-domains subfamily A member 12	1		NA	NA	NA	NA
100229594	LOC100229594	cytosolic phospholipase A2 beta	2	ENSTGUG00000010955		5	25215500	25239761
100229613	LOC100229613	cytosolic 5'-nucleotidase 1A	1	ENSTGUG00000009421		5	15527302	15534636
100229617	LOC100229617	rho GTPase-activating protein 7	2	ENSTGUG00000001508		13	5162440	5214085
100229630	LOC100229630	protocadherin-10	1	ENSTGUG00000001698		13	7027525	7033561
100229646	LOC100229646	ER degradation-enhancing alpha-mannosidase-like protein 2	1	ENSTGUG00000003813	EDEM2	20	2928618	2939222
100229647	APMAP	adipocyte plasma membrane associated protein	4	ENSTGUG00000027797	APMAP	3	90155595	90172339
100229648	LOC100229648	N-deacetylase and N-sulfotransferase 3	5	ENSTGUG00000001856	NDST3	4	65054397	65105839
100229692	LOC100229692	protoheme IX farnesyltransferase, mitochondrial	2	ENSTGUG00000005020	COX10	18	4172157	4268063
100229769	LOC100229769	putative PIP5K1A and PSMD4-like protein	1		NA	NA	NA	NA
100229828	LOC100229828	neurotrypsin-like	1	ENSTGUG00000006930		6	14946093	14965709
100229855	LOC100229855	uncharacterized LOC100229855	1	ENSTGUG00000023228		8	10424762	10441681
100229867	CDKN2AIP	CDKN2A interacting protein	1	ENSTGUG00000018986	CDKN2AIP	4	32591800	32596670
100229925	LOC100229925	hippocampus abundant transcript 1 protein	1	ENSTGUG00000000605		28	2882499	2892052
100229929	LOC100229929	AN1-type zinc finger protein 5	1	ENSTGUG00000022472		28	4390438	4399588
100229947	PFKP	phosphofructokinase, platelet	6	ENSTGUG00000000852	PFKP	2	12056092	12097153
100229990	CHERP	calcium homeostasis endoplasmic reticulum protein	2	ENSTGUG00000000680	CHERP	28	2613512	2626759
100230025	LOC100230025	ras GTPase-activating protein 4	2	ENSTGUG00000004513		19	6135555	6151419
100230049	LOC100230049	cell adhesion molecule 3	2	ENSTGUG00000021756	CADM3	25	1323827	1356289
100230080	LOC100230080	thiamine transporter 2	1	ENSTGUG00000008261	SLC19A3	9	10012648	10030007
100230113	LOC100230113	torsin-1A	1	ENSTGUG00000004463	TOR1A	17	6522226	6526949
100230121	IAPP	islet amyloid polypeptide	2	ENSTGUG00000011714	IAPP	1A	56860990	56865081
100230122	LOC100230122	uncharacterized LOC100230122	6	ENSTGUG00000027181		2	90794336	90825754
100230220	CEMIP	cell migration inducing hyaluronidase 1	4	ENSTGUG00000007966	CEMIP	10	12793529	12866864
100230245	LOC100230245	guanine nucleotide-binding protein G(q) subunit alpha	1	ENSTGUG00000026918		Z	62983471	63100683
100230258	LOC100230258	cytochrome P450 1B1	1	ENSTGUG00000029201	CYP1B1	3	79250217	79258246
100230263	LOC100230263	protein ELYS	3	ENSTGUG00000022144		3	77199149	77239593
100230284	LOC100230284	phosphatidylinositol-binding clathrin assembly protein	6	ENSTGUG00000003960		4A	10993932	11022638
100230293	LOC100230293	transmembrane ascorbate-dependent reductase CYB561	2	ENSTGUG00000001976	CYB561	27	189395	192593
100230314	LOC100230314	plasma membrane ascorbate-dependent reductase CYBRD1	1	ENSTGUG00000018832	CYBRD1	7	14607245	14619384
100230322	LOC100230322	ligand of Numb protein X 2	2	ENSTGUG00000005722		4A	16525803	16554602
100230351	NKAP	NFKB activating protein	1		NA	NA	NA	NA
100230391	LOC100230391	cytochrome b-245 light chain	4	ENSTGUG00000025413		11	10851423	10856890
100230461	LOC100230461	gamma-aminobutyric acid receptor subunit pi	1	ENSTGUG00000009131		6	20804935	20842494
100230481	LOC100230481	protein NipSnap homolog 3A	2	ENSTGUG00000025719		Z	3683274	3692582
100230519	APIP	APAF1 interacting protein	1	ENSTGUG00000026500	APIP	5	18305969	18324778
100230541	LOC100230541	BPI fold-containing family B member 4	1	ENSTGUG00000006381		20	7256978	7267377
100230549	LOC100230549	prolyl-tRNA synthetase associated domain-containing protein 1	1	ENSTGUG00000007062		3	85927957	85929148
100230571	PCNP	PEST proteolytic signal containing nuclear protein	1	ENSTGUG00000021239	PCNP	1	715762	727710
100230587	LOC100230587	SERTA domain-containing protein 2	8	ENSTGUG00000027350		5	53601395	53615814
100230607	MRGBP	MRG domain binding protein	1		NA	NA	NA	NA
100230612	LOC100230612	core histone macro-H2A.1	4	ENSTGUG00000001246	MACROH2A1	13	9245225	9288147
100230699	LOC100230699	protein tyrosine phosphatase receptor type O	1		NA	NA	NA	NA
100230724	LOC100230724	tetratricopeptide repeat protein 14	4		NA	NA	NA	NA
100230753	LOC100230753	rap1 GTPase-activating protein 1	17	ENSTGUG00000013210		1	26933242	26978356
100230788	LOC100230788	fatty-acid amide hydrolase 1	1	ENSTGUG00000008323	FAAH	8	10292059	10300363
100230797	LOC100230797	protein phosphatase 1 regulatory subunit 12A	5	ENSTGUG00000005680		11	4993638	5002017
100230859	LOC100230859	cytochrome P450 4V2	2	ENSTGUG00000006924	CYP4V2	4	31537950	31553059
100230937	LOC100230937	protein-lysine methyltransferase METTL21E-like	2	ENSTGUG00000010813	METTL21EP	1	76877031	76890007
100230949	LOC100230949	carnosine N-methyltransferase 2	3	ENSTGUG00000011829		7	32390447	32405191
100230978	LOC100230978	merlin	2	ENSTGUG00000005025		19	5358908	5380800
100231001	ARL14EP	ADP ribosylation factor like GTPase 14 effector protein	2	ENSTGUG00000004787	ARL14EP	5	2174436	2185608
100231025	LOC100231025	fas apoptotic inhibitory molecule 1	3	ENSTGUG00000022865		7	29064395	29072145
100231043	HINFP	histone H4 transcription factor	1	ENSTGUG00000000357	HINFP	24	5860734	5866517
100231065	WTIP	WT1 interacting protein	3		NA	NA	NA	NA
100231131	LOC100231131	SET domain bifurcated histone lysine methyltransferase 2	3		NA	NA	NA	NA
100231218	LOC100231218	mitochondrial Rho GTPase 2	7		NA	NA	NA	NA
100231234	LOC100231234	cyclin-dependent kinase 11B	6	ENSTGUG00000003018		21	1863671	1956081
100231283	LOC100231283	synaptotagmin-like protein 2	2	ENSTGUG00000022993		4A	11049841	11085253
100231289	IFT70A	intraflagellar transport 70A	1		NA	NA	NA	NA
100231339	LOC100231339	urotensin-2 receptor	2	ENSTGUG00000007711		18	6958701	6959849
100231359	XIAP	X-linked inhibitor of apoptosis	1	ENSTGUG00000003713	XIAP	4A	9584023	9599858
100231365	LOC100231365	dipeptidyl peptidase 4	1	ENSTGUG00000006807		7	11452321	11484149
100231389	LOC100231389	sodium-dependent lysophosphatidylcholine symporter 1	1		NA	NA	NA	NA
100231426	LOC100231426	uncharacterized LOC100231426	2		NA	NA	NA	NA
100231469	LOC100231469	class I histocompatibility antigen, F10 alpha chain	3	ENSTGUG00000017273,ENSTGUG00000026427,ENSTGUG00000028417	NA	NA	NA	NA
100231529	LOC100231529	ras association domain-containing protein 8	3	ENSTGUG00000009857	RASSF7	5	17369717	17388274
100231534	LOC100231534	macrophage mannose receptor 1	1	ENSTGUG00000029091		2	20566159	20599352
100231535	LOC100231535	zinc finger protein 665	4		NA	NA	NA	NA
100231559	LOC100231559	DEP domain-containing mTOR-interacting protein	3	ENSTGUG00000007511		20	8984114	9001259
100231574	RGS7BP	regulator of G protein signaling 7 binding protein	2	ENSTGUG00000026156	RGS7BP	Z	58785818	58827565
100231660	LOC100231660	cilia- and flagella-associated protein 45	4	ENSTGUG00000026384		25	75415	80646
100231669	LOC100231669	patatin-like phospholipase domain-containing protein 2	1	ENSTGUG00000011999	PNPLA3	1A	61223859	61241140
100231678	LOC100231678	haloacid dehalogenase-like hydrolase domain-containing 5	2	ENSTGUG00000003984		12	18749706	18760105
100231693	LOC100231693	serine/threonine-protein kinase Sgk3	2	ENSTGUG00000011308	SGK3	2	117139330	117195610
100231722	LOC100231722	aldo-keto reductase family 1 member B1-like	5	ENSTGUG00000023209	AKR1B1	1A	66950180	66989531
100231735	LOC100231735	putative methyltransferase DDB_G0268948	1	ENSTGUG00000003861		7	3421306	3427141
100231812	MPRIP	myosin phosphatase Rho interacting protein	10	ENSTGUG00000007423	MPRIP	14	5537612	5614409
100231837	CMIP	c-Maf inducing protein	2	ENSTGUG00000004472	CMIP	11	7474356	7614088
100231862	LOC100231862	cytochrome P450 4B1	1	ENSTGUG00000008418		8	9996520	10007923
100231911	LOC100231911	numb-like protein	1	ENSTGUG00000014679		3	2303053	2310521
100231934	LOC100231934	excitatory amino acid transporter 5-like	1		NA	NA	NA	NA
100232010	LOC100232010	thymosin beta-12	3		NA	NA	NA	NA
100232083	LOC100232083	dynein heavy chain 5, axonemal	1	ENSTGUG00000008651		2	90606673	90756929
100232098	LOC100232098	vesicle-associated membrane protein 2	1		NA	NA	NA	NA
100232129	LOC100232129	neural-cadherin	1		NA	NA	NA	NA
100232173	LOC100232173	protein FAM169B	3	ENSTGUG00000008622		10	17485750	17528612
100232212	LOC100232212	hexokinase HKDC1	6	ENSTGUG00000003932	HKDC1	6	1662514	1684965
100232233	LOC100232233	myeloid-associated differentiation marker homolog	2		NA	NA	NA	NA
100232247	LOC100232247	lamin-L(III)	3	ENSTGUG00000007777		10	11988622	12002724
100232323	LOC100232323	sterol 26-hydroxylase, mitochondrial	1	ENSTGUG00000005641	CYP27A1	7	10004138	10041350
100232364	LOC100232364	SNF-related serine/threonine-protein kinase	2	ENSTGUG00000005914		11	4706944	4712232
100232386	LOC100232386	argonaute RISC component 1	3	ENSTGUG00000001631	AGO1	23	1187745	1210595
100232392	LOC100232392	coiled-coil domain-containing protein 28B	4		NA	NA	NA	NA
100232461	LOC100232461	uncharacterized LOC100232461	1		NA	NA	NA	NA
100232471	LOC100232471	cytochrome c oxidase assembly protein COX15 homolog	1	ENSTGUG00000009368	COX15	6	20986428	20991091
100232495	LOC100232495	solute carrier organic anion transporter family member 1B3	7	ENSTGUG00000012325		1A	64117501	64167368
100232496	LOC100232496	uncharacterized LOC100232496	5	ENSTGUG00000011942		5	36744924	36767743
100232500	LOC100232500	oxidative stress-responsive serine-rich protein 1	4	ENSTGUG00000005342	OSER1	20	6228863	6234922
100232533	LOC100232533	cytochrome c oxidase subunit 7A-related protein, mitochondrial	3	ENSTGUG00000022808	COX7A2L	3	99045239	99052526
100232573	MPLKIP	M-phase specific PLK1 interacting protein	1		NA	NA	NA	NA
100232595	LOC100232595	mitochondrial amidoxime reducing component 2	1	ENSTGUG00000002713	MTARC2	3	104542736	104551610
100232686	IL1RAP	interleukin 1 receptor accessory protein	4	ENSTGUG00000009300	IL1RAP	9	14710707	14760025
100232751	LOC100232751	cytochrome b-c1 complex subunit 2, mitochondrial	2	ENSTGUG00000009075	UQCRC2	14	880755	897038
101232972	LOC101232972	estradiol 17-beta-dehydrogenase 11	2	ENSTGUG00000002260	HSD17B11	4	61237381	61264936
101232977	LOC101232977	ubiquitin carboxyl-terminal hydrolase CYLD	1	ENSTGUG00000012755,ENSTGUG00000023756	NA	NA	NA	NA
101232981	LOC101232981	prolactin-like	1	ENSTGUG00000023463		1A	28262197	28266838
101233002	LOC101233002	granulocyte-macrophage colony-stimulating factor receptor subunit alpha	2	ENSTGUG00000018173		1	80043174	80063287
101233006	LOC101233006	retinol dehydrogenase 16	1	ENSTGUG00000015636		29	1502503	1507437
101233080	LOC101233080	acyl-coenzyme A thioesterase 1-like	1	ENSTGUG00000010968		5	25184736	25188411
101233224	LOC101233224	uncharacterized LOC101233224	5	ENSTGUG00000005298		4	42399315	42457419
101233247	LOC101233247	cytochrome P450 20A1	2	ENSTGUG00000009709	CYP20A1	7	19020658	19036756
101233268	LOC101233268	pituitary tumor-transforming gene 1 protein-interacting protein	2	ENSTGUG00000019557		2	22920624	22945362
101233409	LOC101233409	complement C1q subcomponent subunit A	1		NA	NA	NA	NA
101233446	LOC101233446	uncharacterized LOC101233446	5	ENSTGUG00000007187		6	15565453	15596695
101233484	LOC101233484	uncharacterized LOC101233484	1	ENSTGUG00000027586		4	38009557	38020007
101233502	LOC101233502	transmembrane O-mannosyltransferase targeting cadherins 1	1		NA	NA	NA	NA
101233512	CCSAP	centriole, cilia and spindle associated protein	1		NA	NA	NA	NA
